x t=0.0000001 t=0.000001 t=0.00001 t=0.0001 t=0.001 t=0.01 t=0.1 t=1.0 
0.0 -0.012486315364390991 -0.01220287771945958 -0.009698734980866576 -0.0009694918764409272 -0.00000000000005778540966414438 0.008000045595254702 0.2413136559551344 0.25 
0.01 0.0003358097210714548 0.00032866338802379027 0.0002650110912871535 0.00003030974151629715 0.0000000000000032785531338655524 0.008157046306931542 0.24133079620999504 0.25 
0.02 0.012502245601913382 0.012218401759957878 0.009710710585553983 0.0009702435475760393 0.00000000000005818414890525431 0.00863117182723326 0.24138214933393629 0.25 
0.03 -0.001011606496931115 -0.0009900847857115518 -0.0007983829872616928 -0.00009134668943437166 -0.000000000000003972498223995536 0.009431766374520064 0.24146751267191802 0.25 
0.04 -0.012550656998458472 -0.012265577892959248 -0.009747096245146847 -0.0009725169536315815 -0.000000000000022258605772137398 0.010574315996910522 0.24158654935409368 0.25 
0.05 0.0017001645650249883 0.0016640151179737148 0.001341990574426781 0.00015366029443838672 0.00000000000019980714058093468 0.012080312999163649 0.24173878962496256 0.25 
0.06 0.012633466609117796 0.012346271578749988 0.009809308235797334 0.0009763676103004471 0.0000000000009911271734463404 0.013977058187973405 0.24192363269683997 0.25 
0.07 -0.0024107840383862187 -0.0023595717015533423 -0.0019033027750909618 -0.0002181855586323679 0.000000000004528969343790959 0.016297393551166686 0.24214034912033816 0.25 
0.08 -0.012754061779816014 -0.012463778638247072 -0.00989984573312317 -0.0009818889652693195 0.000000000021010615788800553 0.019079356669009232 0.24238808366251072 0.25 
0.09 0.0031540591043134215 0.0030871422879974715 0.0024908428935856586 0.00028599455037495565 0.0000000000928366406475801 0.02236574740023241 0.24266585868131343 0.25 
0.1 0.012917622053091814 0.012623137814566077 0.01002252234141788 0.0009892129316202837 0.0000000003894548981916505 0.026203597279733485 0.2429725779830744 0.25 
0.11 -0.0039426305694855715 -0.0038591241541591323 -0.0031148041686253226 -0.0003583761834689447 0.000000001555948876780624 0.030643532675365976 0.24330703114776403 0.25 
0.12 -0.013131646226460434 -0.012831642344454632 -0.010182843431321234 -0.000998508366118379 0.00000000592137211457324 0.03573902411814458 0.24366789830500923 0.25 
0.13 0.004792239545500571 0.004690959280675221 0.0037879143421384273 0.0004369476505285563 0.000000021463549076850966 0.04154551635460202 0.24405375534201776 0.25 
0.14 0.013406786643897918 0.01309964932804564 0.010388599638415161 0.0010099734939508572 0.00000007410895440340068 0.048119436550959814 0.2444630795228753 0.25 
0.15 -0.0057232909693915954 -0.005602670946831796 -0.0045267228767749985 -0.0005238186700885488 0.0000002437694539977533 0.05551708165129909 0.24489425549705526 0.25 
