x t=0.0000001 t=0.000001 t=0.00001 t=0.0001 t=0.001 t=0.01 t=0.1 t=1.0 
0.0 -0.00009828086273683751 -0.000000013632654307171243 -0.0000000000000002940654432856942 -0.0000000000000002283547315519934 -0.00000000000000011058126770804514 0.008000045595254702 0.2413136559551344 0.25 
0.01 -0.00009839459514307152 -0.000000013648405760263508 -0.0000000000000002158986895795399 -0.0000000000000002291514077001942 -0.000000000000000021494393834929292 0.008157046306931542 0.24133079620999504 0.25 
0.02 -0.00009873692470689042 -0.000000013695815563657176 -0.00000000000000014335256945884964 -0.00000000000000019090610072819582 0.0000000000000008452545128424141 0.00863117182723326 0.24138214933393629 0.25 
0.03 -0.00009931127407807709 -0.000000013775358083219315 -0.000000000000000014282894507404054 -0.000000000000000153126407702921 0.000000000000005904171074315723 0.009431766374520064 0.24146751267191802 0.25 
0.04 -0.00010012343404205497 -0.000000013887832708363017 -0.00000000000000027390451879684 -0.00000000000000013672759642407625 0.00000000000003407118072370505 0.010574315996910522 0.24158654935409368 0.25 
0.05 -0.00010118169684720168 -0.000000014034383622397202 0.00000000000000009113492792425075 -0.00000000000000007294583698756641 0.00000000000018342530597812564 0.012080312999163649 0.24173878962496256 0.25 
0.06 -0.000102497050588278 -0.000000014216529807292725 0.00000000000000001840684856620098 -0.00000000000000003725530109517947 0.0000000000009364833200702864 0.013977058187973405 0.24192363269683997 0.25 
0.07 -0.00010408344301111798 -0.00000001443619613852585 0.0000000000000001912092925360271 0.00000000000000009171998137155016 0.000000000004551733828471165 0.016297393551166686 0.24214034912033816 0.25 
0.08 -0.00010595812646408865 -0.000000014695763988284468 0.00000000000000033905543627784473 0.00000000000000002867285580724918 0.0000000000210628916938021 0.019079356669009232 0.24238808366251072 0.25 
0.09 -0.0001081420998597526 -0.000000014998134245123615 -0.0000000000000002907263152971381 -0.000000000000000014847937254787002 0.00000000009280767209077089 0.02236574740023241 0.24266585868131343 0.25 
0.1 -0.00011066066892026463 -0.00000001534679324897307 0.00000000000000043086862572009515 -0.0000000000000001129511269448462 0.00000000038940567761193933 0.026203597279733485 0.2429725779830744 0.25 
0.11 -0.00011354415310852458 -0.00000001574593211492999 -0.00000000000000042395893495206845 -0.00000000000000009148343671284334 0.0000000015559838080460785 0.030643532675365976 0.24330703114776403 0.25 
0.12 -0.00011682877692495268 -0.000000016200537832659286 -0.000000000000000002607541269912936 -0.00000000000000010379090724515358 0.000000005921417588866488 0.03573902411814458 0.24366789830500923 0.25 
0.13 -0.00012055779640433493 -0.000000016716577829306425 -0.00000000000000002017989847817942 0.0000000000000000330812233982889 0.000000021463508495124554 0.04154551635460202 0.24405375534201776 0.25 
0.14 -0.00012478292894012663 -0.000000017301176111334292 -0.00000000000000000828546610026276 0.000000000000000040051172962341094 0.000000074108913365625 0.048119436550959814 0.2444630795228753 0.25 
