x t=0.0000001 t=0.000001 t=0.00001 t=0.0001 t=0.001 t=0.01 t=0.1 t=1.0 
0.0 0.0009913563947565546 0.0001064755762875984 0.000000000000021327342012493624 -0.0000000000000002283547315519934 -0.00000000000000011058126770804514 0.008000045595254702 0.2413136559551344 0.25 
0.01 -0.0009913511847730882 -0.00010647332955947657 -0.000000000000021833071128562605 -0.0000000000000002291514077001942 -0.000000000000000021494393834929292 0.008157046306931542 0.24133079620999504 0.25 
0.02 0.0009913354864660284 0.00010646655990108153 0.000000000000021461060678046694 -0.00000000000000019090610072819582 0.0000000000000008452545128424141 0.00863117182723326 0.24138214933393629 0.25 
0.03 -0.0009913090927815443 -0.00010645517804357813 -0.000000000000021597248825853696 -0.000000000000000153126407702921 0.000000000000005904171074315723 0.009431766374520064 0.24146751267191802 0.25 
0.04 0.0009912716518691083 0.0001064390322872371 0.000000000000021278647557745643 -0.00000000000000013672759642407625 0.00000000000003407118072370505 0.010574315996910522 0.24158654935409368 0.25 
0.05 -0.0009912226565687494 -0.00010641790397510662 -0.000000000000021421635863710862 -0.00000000000000007294583698756641 0.00000000000018342530597812564 0.012080312999163649 0.24173878962496256 0.25 
0.06 0.0009911614289362977 0.00010639150082056584 0.00000000000002148149378127372 -0.00000000000000003725530109517947 0.0000000000009364833200702864 0.013977058187973405 0.24192363269683997 0.25 
0.07 -0.0009910870989597725 -0.0001063594477350067 -0.000000000000021211605667553258 0.00000000000000009171998137155016 0.000000000004551733828471165 0.016297393551166686 0.24214034912033816 0.25 
0.08 0.0009909985762739304 0.00010632127463654804 0.000000000000021670153003806685 0.00000000000000002867285580724918 0.0000000000210628916938021 0.019079356669009232 0.24238808366251072 0.25 
0.09 -0.0009908945132182574 -0.00010627640052938614 -0.00000000000002153760421666864 -0.000000000000000014847937254787002 0.00000000009280767209077089 0.02236574740023241 0.24266585868131343 0.25 
0.1 0.0009907732569740294 0.0001062241128779045 0.000000000000021579732387708722 -0.0000000000000001129511269448462 0.00000000038940567761193933 0.026203597279733485 0.2429725779830744 0.25 
0.11 -0.0009906327876680688 -0.00010616354092862595 -0.000000000000021459440543657993 -0.00000000000000009148343671284334 0.0000000015559838080460785 0.030643532675365976 0.24330703114776403 0.25 
0.12 0.0009904706381866032 0.00010609362116597281 0.000000000000020902209868755647 -0.00000000000000010379090724515358 0.000000005921417588866488 0.03573902411814458 0.24366789830500923 0.25 
0.13 -0.0009902837898001949 -0.00010601305233050433 -0.000000000000020774720200001425 0.0000000000000000330812233982889 0.000000021463508495124554 0.04154551635460202 0.24405375534201776 0.25 
0.14 0.0009900685353718924 0.00010592023648601576 0.00000000000002057351803282608 0.000000000000000040051172962341094 0.000000074108913365625 0.048119436550959814 0.2444630795228753 0.25 
0.15 -0.0009898202985493493 -0.00010581320112437503 -0.00000000000002019762924864576 0.00000000000000012313735982010862 0.0000002437694998378516 0.05551708165129909 0.24489425549705526 0.25 
0.16 0.000989533392346137 0.00010568949517102298 0.000000000000020387543993130002 0.00000000000000007742470996777314 0.0000007639707639315435 0.06379339006647108 0.24534558167344395 0.25 
0.17 -0.0009892006930467304 -0.00010554604852272922 -0.000000000000020244945828108966 -0.000000000000000021785107736996115 0.0000022814831577548587 0.07300060752354191 0.24581527693474226 0.25 
0.18 0.0009888131940284299 0.00010537897989935702 0.000000000000019973489734841338 0.000000000000000051657048495297354 0.0000064932462709949896 0.0831868618818862 0.24630148766576118 0.25 
0.19 -0.0009883593863661579 -0.0001051833301242485 -0.00000000000001935280243812619 -0.000000000000000026668619211260634 0.00001761483671896541 0.09439466683867642 0.24680229506788848 0.25 
0.2 0.0009878243850741668 0.00010495268594322985 0.000000000000018491460995366188 0.00000000000000003625223960100764 0.00004555581055196865 0.10665937949850053 0.24731572273087396 0.25 
0.21 -0.0009871886743281543 -0.00010467863991118914 -0.000000000000018188132607347833 -0.000000000000000008577227166299085 0.00011234224334165972 0.1200076415495249 0.24783974443206475 0.25 
0.22 0.0009864262692446054 0.00010434999931598081 0.000000000000017684003850629426 0.00000000000000007042072421326722 0.00026422462395998434 0.1344558380464275 0.24837229213232154 0.25 
0.23 -0.000985501962210723 -0.00010395160147714067 -0.000000000000016878776480697687 0.00000000000000016690888564798483 0.0005928486677120342 0.15000861132652424 0.24891126413707035 0.25 
0.24 0.0009843670928092003 0.00010346249445779722 0.000000000000016202770709388656 0.000000000000000016750197918005646 0.0012693433690751505 0.1666574701726666 0.24945453339029108 0.25 
0.25 -0.0009829528617273688 -0.00010285306264934273 -0.000000000000015014117995331307 0.0000000000000002138402961345221 0.002594303776157791 0.18437953580192287 0.2499999558687164 0.25 
0.26 0.0009811594119531494 0.00010208033502135301 0.000000000000014362795664153416 0.0000000000000005809137454640326 0.005063269909161013 0.20313646645483088 0.25054537904311847 0.25 
0.27 -0.0009788373117876488 -0.00010108003345028595 -0.000000000000012277707590801606 0.0000000000000566631225217683 0.00944052007804842 0.22287360118179642 0.2510886503732933 0.25 
0.28 0.000975754734490351 0.00009975249012034319 0.000000000000010228691100464541 0.000000000009242706085061214 0.01682401293737486 0.24351936081738174 0.2516276258032189 0.25 
0.29 -0.0009715361562076621 -0.00009793637152559759 -0.000000000000007621838427636341 0.0000000009252870760376951 0.028673425950649034 0.26498494010186785 0.25216017822285797 0.25 
0.3 0.0009655403753602574 0.00009535646762626222 0.0000000000000028940686990742594 0.00000005686362805583317 0.04676625634436304 0.28716431951270105 0.2526842058632092 0.25 
0.31 -0.0009565980786682153 -0.00009151158517400892 0.000000000000001486329147255952 0.0000021513897317431443 0.07305023298077458 0.30993461872392514 0.2531976405914691 0.25 
0.32 0.0009423884308759154 0.000085409009601318 -0.000000000000008801322357496616 0.00005031096105985551 0.10937900226214443 0.33315680589141483 0.2536984560735611 0.25 
0.33 -0.0009177518524545402 -0.00007484909481578957 0.00000000000001927736192311165 0.0007313582933405835 0.1571523302158641 0.35667676838569895 0.25418467577180925 0.25 
0.34 0.0008692176600923257 0.00005412296991817329 -0.00000000000003174703433873198 0.006664164390408947 0.21692403279041209 0.38032674142205136 0.2546543807461827 0.25 
0.35000000000000003 -0.000751693049003016 -0.000004359306400207483 0.000000011342428038896963 0.038549935871770906 0.28807506062588384 0.4039270815579795 0.2551057172283115 0.25 
0.36 0.000328484721614895 -0.0001698369838215245 0.00039811507871879385 0.14442218317324249 0.3686578370522252 0.42728836254701474 0.2555369039383688 0.25 
0.37 0.004638648516398129 0.0018546749750275313 0.13177623864158194 0.3618368049158817 0.45548964033389927 0.45021376186494677 0.2559462391159298 0.25 
0.38 0.9953611646352165 0.9981452444561366 0.868223761358418 0.6381631950841185 0.5445103322811746 0.47250169766230665 0.2563321072370432 0.25 
0.39 0.9996720795306826 1.0001700802882643 0.999601884921282 0.855577816826757 0.6313420872828776 0.4939486682266595 0.2566929853909919 0.25 
0.4 1.000750740090582 1.0000039483946501 0.9999999886575717 0.9614500641282293 0.7119246952152108 0.5143522395109879 0.25702744929155885 0.25 
