x t=0.0000001 t=0.000001 t=0.00001 t=0.0001 t=0.001 t=0.01 t=0.1 t=1.0 
0.34 0.0036958351990669 0.002957071865088312 -0.0004702121512449109 0.00666381259612712 0.21692403279041209 0.38032674142205136 0.2546543807461827 0.25 
0.35000000000000003 -0.0014235791338320248 -0.0004934498223055535 0.0028941923430633384 0.03855035543598263 0.28807506062588384 0.4039270815579795 0.2551057172283115 0.25 
0.36 -0.00586627386343448 -0.007497505843865694 -0.00953241201631368 0.14442170992129721 0.3686578370522252 0.42728836254701474 0.2555369039383688 0.25 
0.37 0.05871184239175232 0.07036669791175854 0.15981662952941736 0.36183730947859033 0.45548964033389927 0.45021376186494677 0.2559462391159298 0.25 
0.38 0.941284123364091 0.9296289670316206 0.8401789429386033 0.6381626867261816 0.5445103322811746 0.47250169766230665 0.2563321072370432 0.25 
0.39 1.0058784564167302 1.0075105968041342 1.0095457821861717 0.8555783015268053 0.6313420872828776 0.4939486682266595 0.2566929853909919 0.25 
0.4 1.0014030049314673 1.0004713414184505 0.9970832278754347 0.961449625273545 0.7119246952152108 0.5143522395109879 0.25702744929155885 0.25 
0.41000000000000003 0.9963335494976804 0.9970745041586002 1.000502461061826 0.993336214860142 0.7830752031460166 0.5335141211112452 0.2573341788990599 0.25 
0.42 1.0046395080026083 1.0039764631612724 1.0005526098047588 0.9992683270296102 0.8428453882799151 0.5512432674217499 0.25761196363093775 0.25 
0.43 0.9948605551630645 0.9954845538173687 0.9989024019523672 0.999949941212001 0.8906145044870328 0.5673589386755322 0.25785970714033957 0.25 
0.44 1.005426139770528 1.004824225333053 1.0014108830762574 0.9999976523768198 0.9269321521815698 0.5816936562494249 0.25807643164380245 0.25 
0.45 0.9943976266977439 0.9949860786762259 0.9983962908578613 1.0000000922068404 0.9531881878449019 0.5940959879896347 0.2582612817809543 0.25 
0.46 1.0057150680867841 1.005135179287856 1.0017271070810334 0.9999998877426125 0.9712142318059754 0.6044331023516967 0.25841352799098355 0.25 
0.47000000000000003 0.9942121600545752 0.9947865382893577 0.9981931725768304 1.0000000828096716 0.9829117624386592 0.6125930347616708 0.25853256939254154 0.25 
0.48 1.0058333122783416 1.005262369745564 1.0018566559673154 0.9999999369926711 0.9899666312542387 0.6184866156644458 0.25861793615570006 0.25 
0.49 0.9941416686150262 0.9947107233237336 0.9981159234756066 1.0000000513671563 0.9936673867217637 0.6220490170655709 0.2586692913565954 0.25 
0.5 1.005866323274165 1.0052978712183516 1.001892836200767 0.9999999524695942 0.9948113924476846 0.6232408828008995 0.25868643230743277 0.25 
0.51 0.994141668615026 0.9947107233237342 0.998115923475606 1.0000000513671563 0.9936673867217637 0.6220490170655709 0.2586692913565954 0.25 
0.52 1.0058333122783434 1.0052623697455656 1.001856655967317 0.9999999369926715 0.9899666312542389 0.618486615664446 0.25861793615570006 0.25 
0.53 0.9942121600545766 0.9947865382893586 0.9981931725768304 1.0000000828096722 0.9829117624386592 0.6125930347616707 0.25853256939254154 0.25 
0.54 1.0057150680867852 1.005135179287857 1.001727107081034 0.9999998877426125 0.9712142318059754 0.6044331023516967 0.25841352799098355 0.25 
0.55 0.9943976266977435 0.9949860786762259 0.9983962908578609 1.0000000922068397 0.9531881878449016 0.5940959879896346 0.2582612817809543 0.25 
0.56 1.0054261397705253 1.0048242253330515 1.0014108830762556 0.9999976523768189 0.9269321521815695 0.5816936562494248 0.25807643164380245 0.25 
0.5700000000000001 0.994860555163064 0.9954845538173676 0.9989024019523668 0.999949941212001 0.8906145044870326 0.5673589386755323 0.25785970714033957 0.25 
0.58 1.0046395080026076 1.0039764631612713 1.0005526098047586 0.9992683270296099 0.8428453882799157 0.55124326742175 0.25761196363093775 0.25 
0.59 0.9963335494976817 0.9970745041586002 1.0005024610618254 0.9933362148601411 0.7830752031460166 0.5335141211112453 0.2573341788990599 0.25 
0.6 1.0014030049314673 1.00047134141845 0.9970832278754345 0.9614496252735453 0.7119246952152108 0.5143522395109879 0.25702744929155885 0.25 
0.61 1.0058784564167311 1.0075105968041356 1.0095457821861729 0.8555783015268059 0.6313420872828777 0.49394866822665945 0.2566929853909919 0.25 
0.62 0.9412841233640913 0.9296289670316219 0.8401789429386046 0.6381626867261819 0.5445103322811745 0.47250169766230665 0.2563321072370432 0.25 
0.63 0.058711842391751444 0.07036669791175787 0.15981662952941625 0.3618373094785899 0.4554896403338994 0.45021376186494677 0.2559462391159298 0.25 
0.64 -0.005866273863436527 -0.007497505843867512 -0.009532412016315502 0.14442170992129627 0.36865783705222477 0.4272883625470146 0.2555369039383688 0.25 
0.65 -0.0014235791338319172 -0.0004934498223055049 0.002894192343063512 0.03855035543598237 0.2880750606258836 0.4039270815579796 0.2551057172283115 0.25 
0.66 0.0036958351990672763 0.0029570718650885532 -0.00047021215124468715 0.006663812596126469 0.21692403279041114 0.380326741422051 0.2546543807461827 0.25 
0.67 -0.004678318753764451 -0.0040181684206360415 -0.0005952031621744578 0.000731636879121345 0.1571523302158636 0.3566767683856988 0.25418467577180925 0.25 
0.68 0.005188526393547757 0.004568188651413003 0.0011514625790170975 0.00005010414675611452 0.10937900226214367 0.33315680589141444 0.2536984560735611 0.25 
0.6900000000000001 -0.005486613116238879 -0.0048892099241913956 -0.0014772484931455604 0.000002292177009220302 0.07305023298077426 0.30993461872392497 0.2531976405914691 0.25 
0.7000000000000001 0.0056757023705962025 0.005092721631562256 0.001684181279473966 -0.000000025633765184335543 0.04676625634436314 0.287164319512701 0.2526842058632092 0.25 
0.71 -0.005803154011629367 -0.005229838945089226 -0.0018237712054233117 0.000000033256517331690465 0.028673425950648975 0.26498494010186796 0.25216017822285797 0.25 
0.72 0.005893155023781391 0.0053266384667250075 0.001922395045092908 0.00000001023496518204328 0.01682401293737449 0.24351936081738154 0.2516276258032189 0.25 
0.73 -0.005959092850092918 -0.005397542935378127 -0.001994676177164053 -0.00000004608005173802629 0.009440520078048346 0.22287360118179644 0.2510886503732933 0.25 
0.74 0.006008860629295197 0.0054510514518767835 0.002049245768413566 0.00000007622950250861171 0.005063269909160515 0.20313646645483072 0.25054537904311847 0.25 
0.75 -0.006047355412826892 -0.005492434988955198 -0.0020914628026734946 -0.00000010161228918530096 0.00259430377615757 0.18437953580192287 0.2499999558687164 0.25 
0.76 0.006077745746115362 0.005525103035641137 0.0021247966169736197 0.0000001230480657048862 0.0012693433690752697 0.16665747017266672 0.24945453339029108 0.25 
0.77 -0.006102155261068379 -0.005551340192004021 -0.002151573402353738 -0.00000014122526565838736 0.0005928486677119475 0.15000861132652418 0.24891126413707035 0.25 
0.78 0.006122050533884682 0.0055727239154114904 0.0021734001349926046 0.0000001567101670598009 0.00026422462396009103 0.13445583804642758 0.24837229213232154 0.25 
0.79 -0.006138470814331387 -0.005590371867017041 -0.002191415842265289 -0.00000016996364805705912 0.00011234224334163431 0.12000764154952485 0.24783974443206475 0.25 
0.8 0.00615216920641707 0.005605093876875259 0.0022064461002471256 0.00000018135912138109814 0.000045555810552019363 0.10665937949850053 0.247315722730874 0.25 
0.81 -0.006163702252004742 -0.005617488348785393 -0.0022191011082213965 -0.00000019119891559520222 0.000017614836719015608 0.09439466683867641 0.24680229506788848 0.25 
0.8200000000000001 0.006173488389805807 0.005628005158817011 0.0022298397101019425 0.00000019972818730269632 0.000006493246271080431 0.0831868618818862 0.24630148766576118 0.25 
0.8300000000000001 -0.006181847059242908 -0.005636987722254484 -0.002239012230904752 -0.0000002071463133508428 0.0000022814831579603976 0.07300060752354183 0.24581527693474226 0.25 
0.84 0.006189025439194458 0.005644701754673907 0.002246889774524918 0.00000021361603916075347 0.0000007639707639710155 0.06379339006647118 0.24534558167344397 0.25 
0.85 -0.006195217094661285 -0.005651355326664189 -0.0022536846589271795 -0.00000021927073564395526 0.0000002437695000039554 0.05551708165129919 0.24489425549705526 0.25 
0.86 0.0062005752118818504 0.0056571130969891035 0.0022595649230935195 0.00000022422014449010843 0.00000007410891339181278 0.048119436550959904 0.2444630795228753 0.25 
0.87 -0.006205222142765074 -0.005662106575902253 -0.002264664790099318 -0.00000022855490628456498 0.000000021463508695406385 0.04154551635460206 0.24405375534201776 0.25 
0.88 0.006209256386921896 0.0056664416325222615 0.0022690923220780065 0.00000023235013442225582 0.000000005921417650260875 0.03573902411814469 0.24366789830500923 0.25 
0.89 -0.006212757765176752 -0.0056702040572573905 -0.0022729350929509935 -0.0000002356682470792701 0.000000001555983846159098 0.03064353267536599 0.243307031147764 0.25 
0.9 0.0062157912970262534 0.005673463730520155 0.0022762644404291004 0.00000023856120820544326 0.00000000038940566769622253 0.026203597279733565 0.2429725779830744 0.25 
0.91 -0.00621841013594354 -0.005676277778363805 -0.002279138685106415 -0.00000024107230786203017 0.00000000009280795158992694 0.022365747400232488 0.24266585868131343 0.25 
0.92 0.006220657810399287 0.005678692981618473 0.0022816055883204227 0.00000024323758177031464 0.00000000002106288738368657 0.019079356669009312 0.24238808366251072 0.25 
0.93 -0.006222569946416721 -0.005680747627597105 -0.0022837042414856697 -0.00000024508694447027456 0.000000000004551994182706022 0.01629739355116677 0.24214034912033816 0.25 
0.9400000000000001 0.0062241755977151016 0.0056824729399228184 0.0022854665251089185 0.0000002466450861983272 0.0000000000009363984601943347 0.013977058187973507 0.24192363269683997 0.25 
0.9500000000000001 -0.006225498274755515 -0.005683894184662222 -0.002286918237582421 -0.00000024793219619901865 0.0000000000001833457324777596 0.012080312999163722 0.24173878962496256 0.25 
0.96 0.006226556739173824 0.0056850315242485 0.0022880799666536705 0.000000248964517795979 0.000000000000034128198843246476 0.010574315996910643 0.2415865493540937 0.25 
0.97 -0.006227365612243067 -0.0056859006714952065 -0.0022889677569168897 -0.0000002497548042842532 0.000000000000006125093248422214 0.009431766374520173 0.24146751267191802 0.25 
0.98 0.0062279358328190485 0.005686513381817173 0.002289593612201976 0.00000025031264691432764 0.00000000000000129012561087932 0.008631171827233419 0.24138214933393629 0.25 
0.99 -0.006228274990434991 -0.005686877811249686 -0.002289965860992234 -0.00000025064472434138494 0.00000000000000021358543730962875 0.008157046306931657 0.24133079620999504 0.25 
