0.54
-1.03 1 1
-0.97 1 1
-0.91 1 1
-0.85 1 1
-0.79 1 1
-0.73 1 1
-0.67 1 1
-0.61 1 1
-0.55 1 1
-0.49 1 1
-0.43000000000000005 1 1
-0.37 1 1
-0.31000000000000005 1 1
-0.25 1 1
-0.19000000000000006 1 1
-0.13 1 1
-0.07000000000000006 1 1
-0.010000000000000009 1 1
0.050000000000000044 1 1
0.10999999999999988 1 1
0.16999999999999993 1 1
0.22999999999999998 0.9999999997082508 1
0.29000000000000004 0.9999999972493105 1
0.34999999999999987 0.9999511384664787 1
0.4099999999999999 0.9997963285312292 1
0.47 0.9883911090389226 1
0.53 0.9666325768864095 1
0.5899999999999999 0.8600150310561088 0.8913043478260874
0.6499999999999999 0.7400100218117762 0.7608695652173916
0.71 0.6200050499841747 0.6304347826086958
0.77 0.5000010394216986 0.5
0.8299999999999998 0.3800153185981866 0.3695652173913047
0.8899999999999999 0.2602812504641215 0.23913043478260892
0.95 0.1429327879537166 0.10869565217391315
1.0099999999999998 0.040305089503703345 0
1.0699999999999998 0.0016623285948372754 0
1.13 0.0000009327310210108183 0
1.19 0.00000000000005551949440358541 0
1.25 0.000000000000000000000000000008335895356050213 0
1.31 0.00000000000000000000000000000000000000000000000000000000000000014182486479454487 0
1.37 0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009216603011907471 0
1.4299999999999997 0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000164444982 0
1.4899999999999998 0 0
1.5499999999999998 0 0
1.6099999999999999 0 0
1.67 0 0
1.73 0 0
1.79 0 0
1.85 0 0
1.9099999999999997 0 0
